order_id,customer_id,order_date,order_amount,shipping_address,order_status,payment_id,payment_date,payment_amount,payment_method,payment_status,cohort_month,order_month,cohort_index
c54894c5-0e02-4c15-9fa7-947f454824e4,8777,2024-03-26,230.53,"74545 Ashlee Oval Suite 001, Smithburgh, NV 60337",shipped,5966431f-9efa-4769-bcdc-802201f04fa9,2023-02-15,126.72,paypal,completed,2024-03,2024-03,0
3d3f01c6-bbc7-4d7a-bd0e-f5e4676e88d3,5543,2020-01-02,385.25,"USNS Forbes, FPO AE 85697",delivered,39c5c4fd-5855-4b74-8863-f2d7690bbf54,2021-12-23,182.19,credit card,completed,2020-01,2020-01,0
16160ff0-3a6e-408c-98bb-8937e7c5c4d5,8939,2021-08-09,317.11,"54152 Randy Inlet Apt. 611, East Thomasberg, OR 30148",pending,1f26b0ee-911d-40f4-a40d-875aec9dbe75,2020-10-22,106.76,paypal,completed,2021-08,2021-08,0
e619fd27-6024-4323-a21b-3945cea4f6d7,8206,2022-10-06,47.97,"516 Tim Forks, Davisville, CT 41572",pending,b79c6bcf-f6b4-4e3c-ad09-c77783a7496f,2025-03-07,446.05,credit card,completed,2022-10,2022-10,0
390bee4f-68b0-42e4-873d-e0e9bf4dd926,1320,2023-11-25,429.8,"6481 Joseph Ports, South Spencerstad, AR 65985",delivered,6c7f6a8f-4848-4da3-87f5-b81f6e12db7c,2024-07-24,56.72,bank transfer,completed,2023-11,2023-11,0
b931377b-fca9-44ff-be5d-487a19d306e3,4613,2020-05-13,249.23,"5187 Miguel Highway Suite 937, Brittanyfort, WI 26115",pending,38276603-da1a-4b59-ab3f-74bd80bcfc49,2025-01-05,155.16,paypal,completed,2020-01,2020-05,4
794c70bd-1f4c-4bcf-8fd0-a4d33bbc612e,3704,2020-06-14,421.85,"619 Ryan Curve, West Jose, MD 52006",shipped,635d7eea-fb38-4bc5-840c-bb4f9e312e9f,2021-08-22,424.34,bank transfer,completed,2020-06,2020-06,0
5276d69d-2f4d-4e6c-add5-457bc64b13e7,4467,2020-08-26,232.8,"USS Jackson, FPO AP 57275",pending,4e536f37-8853-4998-b670-d5a2be53f048,2021-07-07,421.53,credit card,completed,2020-08,2020-08,0
3b91a0e4-dc09-4398-9607-b856348c4351,5133,2023-06-12,419.11,"14626 Dawn Union Apt. 806, Timothyfort, MI 74642",pending,9f22e149-3fca-49c7-9fa9-b23bbf44d90c,2022-05-04,125.59,credit card,completed,2023-06,2023-06,0
c8981249-0394-446c-817f-d285df62e3ea,1317,2022-09-03,377.02,"59304 Lindsey Mountains, Katiebury, GA 13625",shipped,c0cbd1c7-8afb-47ca-abb4-ddca136ed475,2023-07-19,144.57,credit card,completed,2022-09,2022-09,0
9bce5e60-2d24-4852-ba0d-1e26dc0ee449,3749,2025-03-24,306.89,"570 Clark Square, West Jonathanville, VA 00668",delivered,ad9d46ac-41a0-4767-b470-ec4f67fdeb9f,2022-08-23,336.24,credit card,completed,2025-03,2025-03,0
503e7a62-bd8e-4d17-9e3b-4d8e90b82c14,6111,2023-03-26,292.14,"53368 Guerrero Hills, North Brandon, OK 72546",pending,86e41443-14c5-48ed-a5b7-89edac148552,2021-09-15,49.73,paypal,completed,2023-03,2023-03,0
17f29ec8-e94f-4f14-bc8f-df74060decb1,7071,2024-11-12,43.79,"685 Stone Well Apt. 998, Rodriguezberg, FL 74765",delivered,e2a12bdc-4e7f-4a90-8f77-fb18ed47f02d,2021-08-26,83.43,bank transfer,completed,2024-09,2024-11,2
a5aea822-c02a-4662-b63e-800a3d78cc3c,5425,2023-10-01,311.8,"610 Nathan Ranch Suite 279, Maxview, WA 90790",delivered,ff9d8fc8-179f-48cf-b61b-c0e05968decc,2023-04-07,312.51,credit card,completed,2021-12,2023-10,22
9d66378e-d621-4ed4-aec7-d36a7d96e2dd,8921,2020-06-24,237.79,"93333 Pearson Passage, Port Kimberlytown, NJ 17843",delivered,4cfbd547-42be-423f-944b-73a3a142d4c1,2024-03-05,210.7,bank transfer,completed,2020-06,2020-06,0
1f6de144-2642-44bf-9f53-70cec805918f,2419,2024-05-21,146.67,"85899 Evans Coves, Brownview, SC 43117",pending,a1b7dbdb-cb1c-4dc8-b64f-f24cd615c797,2025-02-11,403.52,bank transfer,completed,2024-05,2024-05,0
9f8cee17-f29e-4293-b4e4-7753e36633a6,6325,2021-05-17,99.1,"513 Walker Well, Robertmouth, MN 34653",shipped,1725295b-08d7-4d8f-bfd9-d2e5f22d4841,2023-09-12,143.88,credit card,completed,2021-05,2021-05,0
b0116410-7c3b-4519-a549-040b1cb4564c,5581,2020-04-15,441.36,"56972 Huffman Falls, South Marvinburgh, MD 83666",delivered,a4346d50-5ef1-4dad-8ced-ef721facff2b,2023-03-10,91.82,credit card,completed,2020-04,2020-04,0
17375752-5f37-4599-ad39-e3858530fcc8,4130,2022-11-03,51.95,"8300 Jeremy Wells, Larryville, MS 66474",delivered,cba0792f-4d8a-4766-9e26-2cbb62ae59fb,2022-03-23,204.29,paypal,completed,2022-11,2022-11,0
b0eda4dd-53ae-4305-a162-23a0018861a2,7658,2023-02-18,249.4,"4789 Hamilton Spur, West Wendy, NM 47588",shipped,e0c0cc14-b1b1-4be3-b776-d0d6536b066e,2022-12-29,338.81,paypal,completed,2021-01,2023-02,25
08f460ec-8517-46b2-a66d-4454174e4ad3,8342,2020-04-03,398.54,"1847 Jamie Spur Apt. 461, Cindyberg, MT 14252",shipped,c74363f9-c547-4fee-988e-924efc01cfa0,2023-01-04,483.84,credit card,completed,2020-04,2020-04,0
080adc08-f185-46b1-9fd9-955f8c74cf5e,6419,2024-05-03,182.39,"7467 Banks Union Apt. 120, North Robert, OR 63766",pending,bc1c0266-50d6-4d2f-8880-174a79ee1ae3,2020-06-27,169.86,paypal,completed,2021-01,2024-05,40
058a7d20-fa4b-4a8f-992a-21f9f8897b7a,2976,2022-05-06,363.43,"89935 Ryan Stream Apt. 756, Port Margaret, MH 80836",pending,0d0b52c5-354f-492a-8e21-2b942a876dde,2020-12-14,430.55,bank transfer,completed,2022-05,2022-05,0
058a7d20-fa4b-4a8f-992a-21f9f8897b7a,2976,2022-05-06,363.43,"89935 Ryan Stream Apt. 756, Port Margaret, MH 80836",pending,214fb30b-474c-43b3-876f-9295d5b3c3c2,2022-09-08,57.99,credit card,completed,2022-05,2022-05,0
ed1681a1-ec00-4081-a8d1-4ed8bf7540b5,8933,2024-05-24,145.48,"837 Cox Center Apt. 758, Moranstad, VT 59815",delivered,79dd7783-0474-491f-9c3b-847e338ba466,2023-02-28,255.53,credit card,completed,2020-06,2024-05,47
38f14b15-e2f2-4408-b607-16e146914ae3,4180,2023-11-03,155.16,"16373 Rodriguez Mall, Lake Maryshire, DE 59549",pending,0fec71d4-36b7-4277-8e53-946d7532f653,2020-02-29,451.25,credit card,completed,2023-11,2023-11,0
d7621e03-da0d-41de-abcb-114102de9544,3068,2023-02-06,322.56,"USCGC Craig, FPO AP 37978",pending,1da3a4b2-8c61-4f66-82c8-fa2e8af9747f,2024-03-24,18.48,credit card,completed,2020-07,2023-02,31
23c9d6e8-8262-4afd-9556-0b20d99aa3ad,5658,2023-08-21,240.0,"438 Michael Mission, New Mirandaside, VI 29901",pending,7c7dbef2-b25f-491d-9354-b098044f333d,2022-04-02,46.46,paypal,completed,2023-08,2023-08,0
0b5f0816-04c3-4a2a-898b-cad074c8ab0d,8381,2023-11-01,455.17,"158 Keith Spur, Catherineport, WV 57868",pending,61837659-6469-4bcb-bec3-52b528c5ddf8,2023-08-25,422.08,credit card,completed,2023-11,2023-11,0
2f513866-ce3b-4acf-b38f-22c4a01877ca,8025,2022-01-11,159.64,"2832 Robles Vista, Susanberg, ME 89274",delivered,9e5253a1-d71f-417f-a923-f976586c7567,2020-10-16,129.37,credit card,completed,2020-08,2022-01,17
68e678b0-5908-422b-b467-75bceb3c5418,2625,2022-02-05,474.32,"3536 Eugene Forges, Jamesburgh, TN 74857",shipped,0d7358b9-030a-4f12-866a-9cd2cad3d0a3,2024-11-16,62.25,credit card,completed,2022-02,2022-02,0
2edffb7a-a2c5-4ef4-85e2-f39791c4b3d3,3573,2021-09-09,127.53,"929 Aguirre Meadow Apt. 053, Lake Jodi, NE 36765",delivered,b3c48009-d10b-413b-b3f7-887bda4422c6,2023-03-10,262.55,paypal,completed,2021-09,2021-09,0
673fec4b-f5da-46a3-8ef7-9612faabddc7,2229,2024-06-21,86.7,"7754 Arnold Extensions Apt. 428, West Jessica, SC 10523",pending,45e7c044-ccc9-445b-a8dc-a6b89c60ab9c,2024-12-19,115.73,paypal,completed,2024-06,2024-06,0
e07afd2e-cd03-4465-8a00-36b64781b1f9,5771,2024-02-15,25.99,"427 Randy Parkway, Lake Johnburgh, WV 67889",pending,7ddb8aa9-786a-44ad-87ad-056268d51b31,2021-01-23,11.83,bank transfer,completed,2024-02,2024-02,0
6367e4e7-d0a2-460e-9bb0-c41e1f9a1f36,4241,2023-06-24,218.32,"3865 Tucker Orchard Apt. 827, East Chris, SD 37307",delivered,7eff4296-09a5-4498-a354-e0545555f72a,2024-04-16,359.46,credit card,completed,2023-06,2023-06,0
58b03b2c-fdea-42b2-af9d-73b574e8ae85,6039,2024-09-03,301.57,"37977 Jeffrey Loop Apt. 929, Garymouth, NH 78689",delivered,f8ec7311-945f-4443-98ff-e5cacff760a1,2024-07-31,235.82,bank transfer,completed,2024-09,2024-09,0
ecfb9892-b197-4ed1-927c-d3d1c19653f7,8141,2024-12-12,321.04,"68181 Morgan Crescent Suite 894, Churchshire, NJ 32387",pending,07eecff7-f401-4e20-bf1e-6b66847c7e0e,2024-02-18,336.7,bank transfer,completed,2024-12,2024-12,0
b7f4e647-de5f-4e1e-bdbb-64defa7b382d,9889,2022-12-15,236.37,"27026 Taylor Vista, Kristenport, KS 74181",shipped,d726050f-3cf0-4ec2-ae55-87da0355354e,2025-01-22,431.97,credit card,completed,2022-12,2022-12,0
714b5b4f-238b-413e-b1dc-7177135c2e33,4073,2024-07-26,264.04,"203 Woods Roads, South Julieview, MN 47727",delivered,1bb56bc7-c357-4f35-a288-57f4353319ce,2023-01-04,54.8,paypal,completed,2024-07,2024-07,0
714b5b4f-238b-413e-b1dc-7177135c2e33,4073,2024-07-26,264.04,"203 Woods Roads, South Julieview, MN 47727",delivered,5c784ffb-e0ce-47f3-b453-8b44607e6b55,2025-03-13,429.92,bank transfer,completed,2024-07,2024-07,0
d675f10a-e8cb-445e-a907-23c15e0eeafd,9167,2022-12-25,316.45,"USNV Cooper, FPO AA 16391",shipped,993a71d1-8fd0-4b3b-b146-d7e0ac0a7130,2023-08-24,419.07,paypal,completed,2022-12,2022-12,0
9bbd81ea-1cc8-48c0-9c0a-a849aec95e05,4993,2020-12-19,233.83,"PSC 4601, Box 3673, APO AP 04893",shipped,beb7e0a1-3ad0-4c15-afe3-af19b1bced6c,2022-10-28,82.45,paypal,completed,2020-12,2020-12,0
9bbd81ea-1cc8-48c0-9c0a-a849aec95e05,4993,2020-12-19,233.83,"PSC 4601, Box 3673, APO AP 04893",shipped,2502741b-cc7c-4691-94d4-a773458ec6eb,2022-11-06,243.14,credit card,completed,2020-12,2020-12,0
5855fa15-b1f5-49fa-bfec-cc82cec7f92f,2143,2020-10-28,145.36,"71950 Michael Drives, East Tonymouth, OH 84996",pending,20a2981e-5f04-422e-ad30-fea2bdfe1bcd,2021-09-29,30.63,credit card,completed,2020-10,2020-10,0
c0a4c0a1-d088-440a-be2a-6bc74fba6e75,5377,2020-12-28,412.07,"9821 Shannon Viaduct Suite 857, Port Danafurt, VA 24819",pending,3da71790-2d0d-46d2-b834-9fba4fbe7c00,2020-07-12,206.86,credit card,completed,2020-12,2020-12,0
a82f3464-71bf-44dd-9ef9-b75429bb072e,4090,2021-01-10,490.58,"861 Craig Squares, Andradeburgh, WY 24145",shipped,7c001d3d-49cd-4a91-a3ba-e4d78cfa488a,2021-08-01,300.36,paypal,completed,2021-01,2021-01,0
8a0d84db-8d25-4a55-9846-a5f66e0e1052,3492,2020-07-02,252.71,"45933 Shepherd Course, Carrollborough, VA 10619",shipped,513a32c4-d0a3-4458-b535-88c492da4dcc,2022-10-26,10.33,bank transfer,completed,2020-07,2020-07,0
41d2ac76-9ad6-4f4a-85c7-d1e8073d01e8,3068,2023-11-07,256.12,"9194 Jessica Ports, Millerton, PW 44330",delivered,f1c22fd3-5b63-4bc8-a1a5-dc082a0c419c,2022-04-06,407.39,bank transfer,completed,2020-07,2023-11,40
e389a2e3-7823-4121-babb-e78119f94bb2,8994,2023-07-07,437.47,"04636 Rebecca Oval Apt. 238, Castrotown, AZ 32927",shipped,400f2b65-aef9-4049-b29f-82692d496380,2021-06-13,282.51,credit card,completed,2023-07,2023-07,0
21b59396-8fa1-4ce5-a7e4-6afa75f41e42,4804,2023-10-04,235.96,"689 Nicholas Light, Port Georgemouth, OK 86946",pending,4e8f5a13-5969-416d-a040-e39dd766bd58,2021-08-06,154.78,bank transfer,completed,2023-10,2023-10,0
25490fb9-5224-4931-b3cd-b5e3c90ac0a4,7951,2024-01-14,348.25,"7214 Rose Pine, Lake Jason, AR 14827",pending,581a49df-84bb-492f-a984-c8dadaa9364e,2022-02-21,397.18,bank transfer,completed,2022-02,2024-01,23
573f6608-96f3-4f21-b2f1-01e20c256876,5837,2021-05-09,20.75,"850 Gina Junctions Suite 990, East Mark, MA 88643",delivered,4f70db8c-8655-49ce-bf8c-fa30776f444c,2024-11-30,443.77,bank transfer,completed,2020-10,2021-05,7
61f524f7-6803-4887-9f39-c89ad333d1ca,4588,2024-05-17,321.94,"USNS Harris, FPO AE 60711",delivered,d82c23f3-8f71-422b-abd9-d7d66c6f4bd9,2022-01-24,350.42,credit card,completed,2024-05,2024-05,0
1134d8d1-c988-4c5e-bf8d-8019ec74821e,2886,2024-03-24,239.48,"519 Cheryl Pass Suite 240, Rachelton, AL 92691",shipped,413bc30d-c5b9-4755-99c0-f4e3d2922f41,2021-01-17,93.71,credit card,completed,2024-03,2024-03,0
ae69ba8e-97e0-4897-b16b-802a09a32b5d,2035,2020-04-15,321.35,"27674 Reese Terrace, South Frances, MS 62706",pending,8c4bb92e-2cfb-425d-ada6-1114058f852c,2023-08-06,247.81,bank transfer,completed,2020-04,2020-04,0
